set,collector_number,name,mana_cost,cmc,type_line,rarity,colors,score,gih_wr,iwd,oh_wr,gd_wr,ata,alsa,gih_games,my_eval,my_notes,oracle_text,scryfall_uri,image_url
dsk,266,Raucous Carnival,,0.0,Land,common,,34.7,0.5389408099688473,-0.015838047066233818,0.5545178523386756,0.5259166425656352,9.26823575657814,6.611145022014958,57138,,,This land enters tapped unless a player has 13 or less life. {T}: Add {R} or {W}.,https://scryfall.com/card/dsk/266/raucous-carnival?utm_source=api,https://cards.scryfall.io/small/front/3/6/3604a211-9bf7-474e-bd78-32a862f4259c.jpg?1726286867
dsk,265,Peculiar Lighthouse,,0.0,Land,common,,33.6,0.5381558627443594,0.015079381100814748,0.5425841674249318,0.5350279580949933,9.681669170878296,7.0627223560568595,53098,,,This land enters tapped unless a player has 13 or less life. {T}: Add {U} or {R}.,https://scryfall.com/card/dsk/265/peculiar-lighthouse?utm_source=api,https://cards.scryfall.io/small/front/3/a/3a6e40c0-e70e-4353-a920-9851cfac71dd.jpg?1726286864
dsk,257,Bleeding Woods,,0.0,Land,common,,31.7,0.5364785444006118,-0.010461900083126197,0.5471361870477955,0.5276961936090225,9.063076668947778,6.534398385673671,62105,,,This land enters tapped unless a player has 13 or less life. {T}: Add {R} or {G}.,https://scryfall.com/card/dsk/257/bleeding-woods?utm_source=api,https://cards.scryfall.io/small/front/c/b/cb224874-aff5-461f-82ee-89b06663231a.jpg?1726286833
dsk,271,Valgavoth's Lair,,0.0,Enchantment Land,rare,,30.2,0.5352321498244245,-0.003169308129233439,0.5448387970739637,0.5279247097616268,4.158502514434717,3.161350763465639,25630,,,"Hexproof This land enters tapped. As it enters, choose a color. {T}: Add one mana of the chosen color.",https://scryfall.com/card/dsk/271/valgavoths-lair?utm_source=api,https://cards.scryfall.io/small/front/6/5/65ff914e-3f3e-4b7a-b69d-73575b68fb8e.jpg?1726286886
dsk,267,Razortrap Gorge,,0.0,Land,common,,29.4,0.5348194006886952,-0.0009263010306170827,0.5437492078245807,0.5279852556019012,9.388320597641659,6.733109903798167,54596,,,This land enters tapped unless a player has 13 or less life. {T}: Add {B} or {R}.,https://scryfall.com/card/dsk/267/razortrap-gorge?utm_source=api,https://cards.scryfall.io/small/front/9/8/98d0d067-b52d-47ec-ba7b-8cfcd716c0e5.jpg?1726286871
dsk,261,Hushwood Verge,,0.0,Land,rare,,27.9,0.5342747867019711,0.014181998273234075,0.5357540654934284,0.5331114225648214,6.4384854660517,4.335323181471033,10197,,,{T}: Add {G}. {T}: Add {W}. Activate only if you control a Forest or a Plains.,https://scryfall.com/card/dsk/261/hushwood-verge?utm_source=api,https://cards.scryfall.io/small/front/e/c/ec288d76-c1f5-471b-8a53-504f88469c1b.jpg?1773857339
dsk,264,Neglected Manor,,0.0,Land,common,,23.4,0.5296190009565805,0.020885645342783032,0.5277946453215567,0.5309544976965974,9.341760009028581,6.5389297051781705,42861,,,This land enters tapped unless a player has 13 or less life. {T}: Add {W} or {B}.,https://scryfall.com/card/dsk/264/neglected-manor?utm_source=api,https://cards.scryfall.io/small/front/1/1/11cf1531-8a3c-4e28-a114-d3a342b33bb6.jpg?1726286859
dsk,258,Etched Cornfield,,0.0,Land,common,,20.8,0.5266325383943065,0.005678063851688342,0.5413444714116386,0.5149587961304192,9.699126469618724,6.812460142064711,40045,,,This land enters tapped unless a player has 13 or less life. {T}: Add {G} or {W}.,https://scryfall.com/card/dsk/258/etched-cornfield?utm_source=api,https://cards.scryfall.io/small/front/f/8/f8900b89-0e10-4602-bba2-da8d60ea5885.jpg?1726286836
dsk,254,Saw,{2},2.0,Artifact — Equipment,uncommon,,20.4,0.5260896255371393,-0.008989622318339885,0.5123614663256607,0.5356876769482939,10.374970530451867,7.1405712260040275,11403,,,"Equipped creature gets +2/+0. Whenever equipped creature attacks, you may sacrifice a permanent other than that creature or this Equipment. If you do, draw a card. Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)",https://scryfall.com/card/dsk/254/saw?utm_source=api,https://cards.scryfall.io/small/front/6/0/603c3ef4-4ef1-4db8-9ed2-e2b0926269d5.jpg?1726286820
dsk,250,Haunted Screen,{3},3.0,Artifact,uncommon,,18.5,0.5239555577899553,0.024704032053955605,0.504017531044558,0.5379806457137963,8.884338123880802,5.914323451076278,19891,,,"{T}: Add {W} or {B}. {T}, Pay 1 life: Add {G}, {U}, or {R}. {7}: Put seven +1/+1 counters on this artifact. It becomes a 0/0 Spirit creature in addition to its other types. Activate only once.",https://scryfall.com/card/dsk/250/haunted-screen?utm_source=api,https://cards.scryfall.io/small/front/5/e/5e7d552f-a7ac-4a49-a582-9d378137005f.jpg?1726286805
dsk,247,Friendly Teddy,{2},2.0,Artifact Creature — Bear Toy,common,,15.1,0.5165498124898092,-0.014408722177007283,0.512987812384587,0.5193655118723238,11.062062274505047,7.793214284301431,36798,,,"When this creature dies, each player draws a card.",https://scryfall.com/card/dsk/247/friendly-teddy?utm_source=api,https://cards.scryfall.io/small/front/8/2/82b142be-4586-487a-8dd8-a55eff776458.jpg?1726286797
dsk,243,Bear Trap,{1},1.0,Artifact,common,,14.0,0.5147906505352505,-0.002418692943779721,0.504147465437788,0.5222593510833243,11.717061521810091,8.12814000711594,15787,,,"Flash {3}, {T}, Sacrifice this artifact: It deals 3 damage to target creature.",https://scryfall.com/card/dsk/243/bear-trap?utm_source=api,https://cards.scryfall.io/small/front/e/2/e27c27d6-dc3a-4420-bb35-d97dc216e002.jpg?1726286782
dsk,251,Keys to the House,{1},1.0,Artifact,uncommon,,12.5,0.5129180225036265,-0.009905756689579492,0.5048287172011662,0.5190282843575803,9.215351893349538,6.306106971929861,25507,,,"{1}, {T}, Sacrifice this artifact: Search your library for a basic land card, reveal it, put it into your hand, then shuffle. {3}, {T}, Sacrifice this artifact: Lock or unlock a door of target Room you control. Activate only as a sorcery.",https://scryfall.com/card/dsk/251/keys-to-the-house?utm_source=api,https://cards.scryfall.io/small/front/8/c/8c11a413-7f33-4b63-bdd9-e143e529f56d.jpg?1726286811
dsk,252,Malevolent Chandelier,{6},6.0,Artifact Creature — Construct,common,,12.1,0.5124808115864646,-0.018889775808133002,0.47190908257721564,0.5357124114405668,11.618378536442723,8.333292186149858,29966,,,Flying {2}: Put target card from a graveyard on the bottom of its owner's library. Activate only as a sorcery.,https://scryfall.com/card/dsk/252/malevolent-chandelier?utm_source=api,https://cards.scryfall.io/small/front/e/f/ef09d296-4493-47f7-ad76-ad76c747df78.jpg?1726286812
dsk,242,Attack-in-the-Box,{3},3.0,Artifact Creature — Toy,uncommon,,7.2,0.5054872901228777,-0.020636496434965568,0.49478260869565216,0.5136116152450091,10.624729126832378,7.186290727917746,10661,,,"Whenever this creature attacks, you may have it get +4/+0 until end of turn. If you do, sacrifice it at the beginning of the next end step.",https://scryfall.com/card/dsk/242/attack-in-the-box?utm_source=api,https://cards.scryfall.io/small/front/a/4/a477dc3e-0fa1-4ce4-b3de-8cae0d1a0763.jpg?1726286774
dsk,253,"Marvin, Murderous Mimic",{2},2.0,Legendary Artifact Creature — Toy,rare,,6.4,0.5039514795074435,-0.010399979860365671,0.4880952380952381,0.5168053244592347,7.419864847634834,4.756279041969849,5441,,,Marvin has all activated abilities of creatures you control that don't have the same name as this creature.,https://scryfall.com/card/dsk/253/marvin-murderous-mimic?utm_source=api,https://cards.scryfall.io/small/front/6/6/66898970-b99b-48f2-9240-68c301c95500.jpg?1726286819
